Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
EH47 9AF,55.807233,-3.738769,291119,658474,NS911584,1980-01-01 00:00:00,
EH47 9AG,55.819599,-3.72596,291956,659830,NS919598,1980-01-01 00:00:00,
FK1 3AX,55.895023,-3.831008,285597,668392,NS855683,2006-07-01 00:00:00,
FK1 3BU,55.908789,-3.835944,285329,669932,NS853699,1980-01-01 00:00:00,
FK1 3BX,55.898024,-3.824399,286019,668715,NS860687,1980-01-01 00:00:00,
FK1 3DY,55.929623,-3.903169,281191,672364,NS811723,2002-12-01 00:00:00,
G67 4AA,55.929071,-3.965795,277277,672412,NS772724,1980-01-01 00:00:00,
G67 4AE,55.925943,-3.975353,276670,672081,NS766720,2002-12-01 00:00:00,
G67 4AF,55.924097,-4.001764,275014,671923,NS750719,1980-01-01 00:00:00,
G67 4AG,55.923694,-3.998366,275225,671872,NS752718,2006-02-01 00:00:00,
G67 4HF,55.912956,-3.999926,275093,670680,NS750706,1997-06-01 00:00:00,
ML1 4AX,55.819507,-3.980154,276031,660246,NS760602,1987-05-01 00:00:00,
ML1 4GP,55.832512,-3.977877,276215,661689,NS762616,2009-01-01 00:00:00,
ML1 4NP,55.81747,-3.974385,276386,660009,NS763600,1980-01-01 00:00:00,
ML1 4NR,55.817545,-3.973079,276468,660015,NS764600,1980-01-01 00:00:00,
ML1 4NS,55.817253,-3.972761,276487,659982,NS764599,1980-01-01 00:00:00,
ML1 4NT,55.8177,-3.971794,276549,660030,NS765600,1980-01-01 00:00:00,
ML1 4NU,55.817155,-3.971033,276595,659968,NS765599,1980-01-01 00:00:00,
ML1 4NW,55.817618,-3.974137,276402,660025,NS764600,1980-01-01 00:00:00,
ML1 4NX,55.817396,-3.970598,276623,659994,NS766599,1980-01-01 00:00:00,
ML1 4NY,55.817636,-3.970738,276615,660021,NS766600,1980-01-01 00:00:00,
ML1 4NZ,55.817318,-3.969812,276672,659984,NS766599,1980-01-01 00:00:00,
ML1 4PA,55.817328,-3.96919,276711,659984,NS767599,1980-01-01 00:00:00,
