Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
NP1 5BN,51.688142,-3.106602,323600,199400,ST236994,1980-01-01 00:00:00,1999-06-01 00:00:00
NP1 5BP,51.686289,-3.112343,323200,199200,ST232992,1980-01-01 00:00:00,1999-06-01 00:00:00
NP1 5BQ,51.68539,-3.112321,323200,199100,ST232991,1980-01-01 00:00:00,1999-06-01 00:00:00
NP1 5BR,51.686344,-3.106558,323600,199200,ST236992,1980-01-01 00:00:00,1999-06-01 00:00:00
NP11 5BN,51.688036,-3.110216,323350,199392,ST233993,1999-06-01 00:00:00,
NP11 5BP,51.687049,-3.11187,323234,199284,ST232992,1999-06-01 00:00:00,
NP11 5BQ,51.686184,-3.112022,323222,199188,ST232991,1999-06-01 00:00:00,
NP11 5BR,51.687132,-3.105984,323641,199287,ST236992,1999-06-01 00:00:00,
NP4 0BT,51.694811,-3.021531,329491,200056,SO294000,2002-06-01 00:00:00,2012-11-01 00:00:00
NP4 0BX,51.683079,-3.008841,330350,198739,ST303987,2013-07-01 00:00:00,
NP4 0BY,51.682949,-3.007218,330462,198723,ST304987,2013-07-01 00:00:00,
NP4 0BZ,51.682497,-3.007469,330444,198673,ST304986,2013-10-01 00:00:00,
NP4 0DA,51.687017,-3.005732,330571,199174,ST305991,1995-12-01 00:00:00,
NP4 0DE,51.695945,-3.004657,330659,200166,SO306001,1980-01-01 00:00:00,
NP4 0DF,51.694838,-3.005905,330571,200044,SO305000,1980-01-01 00:00:00,
NP4 0DG,51.694974,-3.007804,330440,200061,SO304000,1984-10-01 00:00:00,
NP4 0DQ,51.684297,-3.016694,329809,198882,ST298988,1993-08-01 00:00:00,
NP4 0ET,51.676266,-3.028214,329000,198000,ST290980,1980-01-01 00:00:00,1981-12-01 00:00:00
NP4 0EX,51.695985,-3.006307,330545,200172,SO305001,1980-01-01 00:00:00,
NP4 0EY,51.695282,-3.003369,330747,200091,SO307000,1980-01-01 00:00:00,
NP4 0EZ,51.69578,-3.004002,330704,200147,SO307001,1980-01-01 00:00:00,
NP4 0HD,51.714409,-2.992502,331527,202208,SO315022,1980-01-01 00:00:00,
NP4 0HZ,51.717352,-3.001715,330895,202544,SO308025,1984-02-01 00:00:00,
NP4 0JA,51.710928,-3.002268,330847,201830,SO308018,1980-01-01 00:00:00,
NP4 0JB,51.705568,-3.008618,330400,201240,SO304012,1980-01-01 00:00:00,
NP4 0JR,51.69294,-3.005993,330562,199833,ST305998,1980-01-01 00:00:00,
NP4 0LS,51.690274,-3.019013,329658,199549,ST296995,1986-04-01 00:00:00,
NP4 0LT,51.696097,-3.001665,330866,200180,SO308001,1986-04-01 00:00:00,
NP4 0LU,51.697196,-3.001371,330888,200302,SO308003,1986-04-01 00:00:00,
NP4 0LW,51.696918,-3.000265,330964,200270,SO309002,1986-04-01 00:00:00,
NP4 0LX,51.694655,-3.000997,330910,200019,SO309000,1980-01-01 00:00:00,
NP4 0LY,51.694756,-3.001766,330857,200031,SO308000,1980-01-01 00:00:00,
NP4 0LZ,51.693905,-3.002528,330803,199937,ST308999,1980-01-01 00:00:00,
NP4 0NA,51.688696,-3.004973,330626,199360,ST306993,1980-01-01 00:00:00,
NP4 0NB,51.689863,-3.005101,330619,199490,ST306994,1980-01-01 00:00:00,
NP4 0ND,51.691284,-3.005147,330618,199648,ST306996,1980-01-01 00:00:00,
NP4 0NE,51.690421,-3.004071,330691,199551,ST306995,1980-01-01 00:00:00,
NP4 0NF,51.68934,-3.004221,330679,199431,ST306994,1980-01-01 00:00:00,
NP4 0NG,51.69262,-3.002413,330809,199794,ST308997,1980-01-01 00:00:00,
NP4 0NH,51.691201,-3.003192,330753,199637,ST307996,1980-01-01 00:00:00,
NP4 0NJ,51.693794,-3.001802,330853,199924,ST308999,1980-01-01 00:00:00,
NP4 0NL,51.692925,-3.002434,330808,199828,ST308998,1980-01-01 00:00:00,
NP4 0NN,51.693179,-3.001123,330899,199855,ST308998,1980-01-01 00:00:00,
NP4 0NP,51.693724,-3.000527,330941,199915,ST309999,1980-01-01 00:00:00,
NP4 0NQ,51.692478,-3.003249,330751,199779,ST307997,1980-01-01 00:00:00,
NP4 0NR,51.690578,-3.002512,330799,199567,ST307995,1980-01-01 00:00:00,
NP4 0NS,51.688149,-3.003746,330710,199298,ST307992,1980-01-01 00:00:00,
NP4 0NT,51.68518,-3.006024,330548,198970,ST305989,1980-01-01 00:00:00,
NP4 0NU,51.683625,-3.005989,330548,198797,ST305987,1980-01-01 00:00:00,
NP4 0NW,51.692708,-3.001518,330871,199803,ST308998,1980-01-01 00:00:00,
NP4 0NX,51.685172,-3.006921,330486,198970,ST304989,1980-01-01 00:00:00,
NP4 0NY,51.683578,-3.009344,330316,198795,ST303987,1980-01-01 00:00:00,
NP4 0NZ,51.68381,-3.008482,330376,198820,ST303988,1980-01-01 00:00:00,
NP4 0PA,51.685608,-3.00748,330448,199019,ST304990,1980-01-01 00:00:00,
NP4 0PB,51.685185,-3.008584,330371,198973,ST303989,1980-01-01 00:00:00,
NP4 0PD,51.69522,-3.019963,329600,200100,SO296001,1980-01-01 00:00:00,2000-09-01 00:00:00
NP4 0PE,51.683766,-3.007352,330454,198814,ST304988,1980-01-01 00:00:00,
NP4 0PF,51.693259,-3.004424,330671,199867,ST306998,1980-01-01 00:00:00,
NP4 0PG,51.695048,-3.014967,329945,200076,SO299000,1980-01-01 00:00:00,
NP4 0PH,51.691057,-3.010567,330243,199628,ST302996,1980-01-01 00:00:00,
NP4 0PJ,51.689715,-3.009785,330295,199478,ST302994,1980-01-01 00:00:00,
NP4 0PL,51.688784,-3.008317,330395,199373,ST303993,1980-01-01 00:00:00,
NP4 0PN,51.688513,-3.008441,330386,199343,ST303993,1980-01-01 00:00:00,
NP4 0PP,51.692451,-3.010583,330244,199783,ST302997,1980-01-01 00:00:00,
NP4 0PQ,51.693091,-3.012421,330118,199856,ST301998,1980-01-01 00:00:00,
NP4 0PR,51.692913,-3.008047,330420,199832,ST304998,1980-01-01 00:00:00,
NP4 0PS,51.692521,-3.008733,330372,199789,ST303997,1980-01-01 00:00:00,
NP4 0PT,51.690768,-3.008709,330371,199594,ST303995,1980-01-01 00:00:00,
NP4 0PU,51.690832,-3.007451,330458,199600,ST304996,1980-01-01 00:00:00,
NP4 0PW,51.686676,-3.006679,330505,199137,ST305991,1980-01-01 00:00:00,
NP4 0PX,51.689778,-3.008817,330362,199484,ST303994,1980-01-01 00:00:00,
NP4 0PY,51.690007,-3.00833,330396,199509,ST303995,1980-01-01 00:00:00,
NP4 0PZ,51.689853,-3.011524,330175,199495,ST301994,1980-01-01 00:00:00,
NP4 0QA,51.687988,-3.008907,330353,199285,ST303992,1980-01-01 00:00:00,
NP4 0QB,51.688604,-3.010367,330253,199355,ST302993,1980-01-01 00:00:00,
NP4 0QD,51.696215,-3.011984,330153,200203,SO301002,1980-01-01 00:00:00,
NP4 0QE,51.687257,-3.009209,330331,199204,ST303992,1980-01-01 00:00:00,
NP4 0QF,51.687356,-3.010253,330259,199216,ST302992,1980-01-01 00:00:00,
NP4 0QG,51.694433,-3.011148,330208,200004,SO302000,1980-01-01 00:00:00,
NP4 0QH,51.695796,-3.015765,329891,200160,SO298001,1980-01-01 00:00:00,
NP4 0QJ,51.695073,-3.014143,330002,200078,SO300000,1980-01-01 00:00:00,
NP4 0QL,51.693711,-3.012463,330116,199925,ST301999,1980-01-01 00:00:00,
NP4 0QN,51.693157,-3.010035,330283,199861,ST302998,1980-01-01 00:00:00,
NP4 0QP,51.693935,-3.010559,330248,199948,ST302999,1980-01-01 00:00:00,
NP4 0QQ,51.6955,-3.009436,330328,200121,SO303001,1980-01-01 00:00:00,
NP4 0QR,51.693939,-3.009039,330353,199947,ST303999,1980-01-01 00:00:00,
NP4 0QS,51.695553,-3.011578,330180,200129,SO301001,1980-01-01 00:00:00,
NP4 0QT,51.693452,-3.011271,330198,199895,ST301998,1980-01-01 00:00:00,
NP4 0QU,51.695852,-3.013408,330054,200164,SO300001,1980-01-01 00:00:00,
NP4 0QW,51.693703,-3.005027,330630,199917,ST306999,1980-01-01 00:00:00,
NP4 0QX,51.699233,-3.007175,330490,200534,SO304005,1980-01-01 00:00:00,
NP4 0QY,51.696579,-3.018735,329687,200250,SO296002,1980-01-01 00:00:00,
NP4 0QZ,51.68979,-3.006343,330533,199483,ST305994,1993-08-01 00:00:00,
NP4 0RA,51.697403,-3.016047,329874,200339,SO298003,1980-01-01 00:00:00,
