Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
AB3 9AA,57.405503,-3.369045,317840,835840,NJ178358,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AB,57.409774,-3.38918,316640,836340,NJ166363,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AD,57.405339,-3.384019,316940,835840,NJ169358,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AJ,57.397457,-3.365417,318040,834940,NJ180349,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AL,57.361482,-3.369068,317740,830940,NJ177309,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AN,57.355322,-3.357203,318440,830240,NJ184302,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AP,57.333389,-3.391279,316340,827840,NJ163278,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AQ,57.312494,-3.412072,315040,825540,NJ150255,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AR,57.28735,-3.411109,315040,822740,NJ150227,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AS,57.402019,-3.35893,318440,835440,NJ184354,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AT,57.411951,-3.354303,318740,836540,NJ187365,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9AX,57.415363,-3.371078,317740,836940,NJ177369,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BA,57.422727,-3.354701,318740,837740,NJ187377,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BB,57.418326,-3.346214,319240,837240,NJ192372,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BD,57.425844,-3.314848,321140,838040,NJ211380,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BJ,57.432941,-3.323431,320640,838840,NJ206388,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BL,57.447961,-3.347303,319240,840540,NJ192405,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BN,57.432569,-3.358396,318540,838840,NJ185388,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BP,57.432515,-3.363391,318240,838840,NJ182388,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BQ,57.423391,-3.376374,317440,837840,NJ174378,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BR,57.441405,-3.372053,317740,839840,NJ177398,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BS,57.45385,-3.384185,317040,841240,NJ170412,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BT,57.353775,-3.333877,319840,830040,NJ198300,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9BX,57.350236,-3.328762,320140,829640,NJ201296,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DA,57.350922,-3.348731,318940,829740,NJ189297,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DB,57.342048,-3.338436,319540,828740,NJ195287,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DD,57.342435,-3.335792,319700,828780,NJ197287,1973-08-01 00:00:00,1992-07-01 00:00:00
AB3 9DJ,57.342804,-3.351756,318740,828840,NJ187288,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DL,57.335832,-3.331565,319940,828040,NJ199280,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DN,57.332414,-3.31483,320940,827640,NJ209276,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DP,57.348666,-3.307102,321440,829440,NJ214294,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DQ,57.361528,-3.279298,323140,830840,NJ231308,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DR,57.367932,-3.267882,323840,831540,NJ238315,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DS,57.368696,-3.28121,323040,831640,NJ230316,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DT,57.353069,-3.315568,320940,829940,NJ209299,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9DX,57.403024,-3.348981,319040,835540,NJ190355,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9EA,57.396845,-3.33877,319640,834840,NJ196348,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9EB,57.373319,-3.354542,318640,832240,NJ186322,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9ED,57.358088,-3.350656,318840,830540,NJ188305,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9EJ,57.340497,-3.315119,320940,828540,NJ209285,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9EL,57.264922,-3.325688,320140,820140,NJ201201,1973-08-01 00:00:00,1990-08-01 00:00:00
AB3 9EN,57.262856,-3.375851,317110,819970,NJ171199,1973-08-01 00:00:00,1990-08-01 00:00:00
