Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
FK20 8SB,56.437617,-4.810446,226825,730812,NN268308,1980-01-01 00:00:00,
G63 0JU,56.104037,-4.606566,237986,693202,NS379932,1980-01-01 00:00:00,
G63 0JW,56.092508,-4.615338,237392,691940,NS373919,1997-06-01 00:00:00,2000-07-01 00:00:00
G63 0JX,56.081194,-4.629615,236456,690715,NS364907,1980-01-01 00:00:00,
G82 5BT,55.963023,-4.654521,234401,677627,NS344776,1985-09-01 00:00:00,
G82 5BU,55.96361,-4.656484,234281,677697,NS342776,2005-09-01 00:00:00,
G82 5EP,55.958634,-4.632445,235760,677086,NS357770,1980-01-01 00:00:00,
G82 5EQ,55.960062,-4.637942,235423,677258,NS354772,1990-12-01 00:00:00,1992-07-01 00:00:00
G82 5ER,55.960706,-4.642697,235129,677341,NS351773,1980-01-01 00:00:00,
G82 5ES,55.963029,-4.645451,234967,677606,NS349776,1980-01-01 00:00:00,
G82 5ET,55.976265,-4.631768,235877,679046,NS358790,1980-01-01 00:00:00,
G82 5EU,55.96407,-4.627046,236120,677678,NS361776,1973-08-01 00:00:00,1992-07-01 00:00:00
G82 5EW,55.951448,-4.620423,236480,676258,NS364762,1980-01-01 00:00:00,
G82 5EX,55.964513,-4.65169,234584,677786,NS345777,1980-01-01 00:00:00,2004-10-01 00:00:00
G82 5EY,55.97398,-4.644869,235050,678823,NS350788,1980-01-01 00:00:00,
G82 5EZ,55.972209,-4.658693,234180,678659,NS341786,1980-01-01 00:00:00,
G82 5HA,55.964663,-4.663896,233823,677832,NS338778,1992-07-01 00:00:00,1996-12-01 00:00:00
G82 5HB,55.964945,-4.66539,233731,677867,NS337778,1980-01-01 00:00:00,
G82 5HD,55.967603,-4.671342,233371,678177,NS333781,1980-01-01 00:00:00,
G82 5HE,55.971446,-4.688453,232320,678646,NS323786,1980-01-01 00:00:00,
G82 5HF,55.979503,-4.676748,233085,679514,NS330795,1980-01-01 00:00:00,
G82 5HG,55.986281,-4.689066,232346,680298,NS323802,1980-01-01 00:00:00,
