Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
HS1 2AA,58.208207,-6.380045,142807,932745,NB428327,1995-07-01 00:00:00,
HS1 2AB,58.208523,-6.383151,142627,932792,NB426327,1997-07-01 00:00:00,1998-01-01 00:00:00
HS1 2AD,58.208857,-6.386259,142447,932841,NB424328,1995-07-01 00:00:00,
HS1 2AE,58.206831,-6.386588,142413,932617,NB424326,1997-06-01 00:00:00,
HS1 2AF,58.221097,-6.384414,142644,934195,NB426341,1995-07-01 00:00:00,
HS1 2AG,58.213216,-6.382162,142719,933310,NB427333,2012-03-01 00:00:00,
HS1 2AY,58.208207,-6.380045,142807,932745,NB428327,2006-08-01 00:00:00,2007-08-01 00:00:00
HS1 2BA,58.208012,-6.390687,142181,932764,NB421327,1995-07-01 00:00:00,
HS1 2BB,58.207768,-6.38575,142469,932718,NB424327,1995-07-01 00:00:00,
HS1 2BD,58.208267,-6.390088,142218,932790,NB422327,1995-07-01 00:00:00,
HS1 2BE,58.208158,-6.389069,142277,932774,NB422327,1995-07-01 00:00:00,
HS1 2BG,58.208129,-6.389372,142259,932772,NB422327,1995-07-01 00:00:00,
HS1 2BJ,58.208142,-6.387704,142357,932767,NB423327,1995-07-01 00:00:00,
HS1 2BL,58.207789,-6.388291,142320,932730,NB423327,1995-12-01 00:00:00,1995-12-01 00:00:00
HS1 2BN,58.208109,-6.386047,142454,932757,NB424327,1995-07-01 00:00:00,
HS1 2BQ,58.208142,-6.387704,142357,932767,NB423327,1995-07-01 00:00:00,
HS1 2BS,58.206979,-6.384647,142528,932626,NB425326,1995-07-01 00:00:00,
HS1 2BT,58.206771,-6.384689,142524,932603,NB425326,1995-07-01 00:00:00,
HS1 2BU,58.206592,-6.383883,142570,932580,NB425325,1995-12-01 00:00:00,1995-12-01 00:00:00
HS1 2BW,58.209146,-6.3789,142881,932845,NB428328,1995-07-01 00:00:00,
HS1 2DA,58.208724,-6.388032,142342,932833,NB423328,1995-07-01 00:00:00,
HS1 2DB,58.208299,-6.387826,142351,932785,NB423327,1995-07-01 00:00:00,
HS1 2DD,58.209325,-6.388344,142328,932901,NB423329,1995-07-01 00:00:00,
HS1 2DE,58.208207,-6.380045,142807,932745,NB428327,1995-07-01 00:00:00,2004-04-01 00:00:00
HS1 2DF,58.209497,-6.389098,142285,932923,NB422329,1995-07-01 00:00:00,
HS1 2DG,58.210456,-6.388399,142333,933027,NB423330,1995-07-01 00:00:00,
HS1 2DH,58.20991,-6.388059,142349,932965,NB423329,1995-07-01 00:00:00,
HS1 2DJ,58.214109,-6.385476,142531,933422,NB425334,1995-07-01 00:00:00,
HS1 2DL,58.209946,-6.383105,142640,932950,NB426329,2008-06-01 00:00:00,
HS1 2DN,58.214195,-6.380375,142831,933412,NB428334,1995-07-01 00:00:00,2001-02-01 00:00:00
HS1 2DP,58.208268,-6.386663,142419,932777,NB424327,1995-07-01 00:00:00,
HS1 2DQ,58.208887,-6.387217,142391,932848,NB423328,1995-07-01 00:00:00,1996-12-01 00:00:00
HS1 2DR,58.209308,-6.387541,142375,932896,NB423328,1995-07-01 00:00:00,
HS1 2DS,58.210669,-6.387948,142361,933049,NB423330,1995-07-01 00:00:00,
HS1 2DT,58.211378,-6.388274,142347,933129,NB423331,1995-07-01 00:00:00,
HS1 2DU,58.212263,-6.387651,142390,933225,NB423332,1995-07-01 00:00:00,
HS1 2DW,58.214195,-6.380375,142831,933412,NB428334,1995-07-01 00:00:00,2001-02-01 00:00:00
HS1 2DX,58.213334,-6.386318,142476,933339,NB424333,1995-07-01 00:00:00,
HS1 2DY,58.213056,-6.387851,142384,933314,NB423333,2008-09-01 00:00:00,
HS1 2DZ,58.214424,-6.385737,142518,933458,NB425334,1995-07-01 00:00:00,
