Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
G33 6AA,55.889364,-4.138495,266352,668314,NS663683,1980-01-01 00:00:00,
G33 6AB,55.890098,-4.13193,266765,668383,NS667683,1998-01-01 00:00:00,1998-07-01 00:00:00
G33 6AD,55.887153,-4.140068,266246,668071,NS662680,1980-01-01 00:00:00,
G33 6AE,55.887504,-4.141063,266185,668112,NS661681,1980-01-01 00:00:00,
G33 6AF,55.884059,-4.143288,266034,667733,NS660677,1980-01-01 00:00:00,
G33 6AG,55.885556,-4.142443,266092,667898,NS660678,1980-01-01 00:00:00,
G33 6AH,55.885387,-4.140291,266226,667875,NS662678,1980-01-01 00:00:00,
G33 6AJ,55.884914,-4.140648,266202,667823,NS662678,1980-01-01 00:00:00,
G33 6AL,55.885348,-4.141504,266150,667873,NS661678,1980-01-01 00:00:00,
G33 6AN,55.886824,-4.139346,266290,668033,NS662680,1980-01-01 00:00:00,
G33 6AP,55.886828,-4.135493,266531,668026,NS665680,1980-01-01 00:00:00,
G33 6AQ,55.885582,-4.140989,266183,667898,NS661678,1980-01-01 00:00:00,
G33 6AR,55.887283,-4.134606,266588,668075,NS665680,1980-01-01 00:00:00,
G33 6AS,55.887415,-4.133766,266641,668088,NS666680,1980-01-01 00:00:00,
G33 6AT,55.888187,-4.134816,266578,668176,NS665681,1980-01-01 00:00:00,
G33 6AU,55.887877,-4.136622,266464,668145,NS664681,1980-01-01 00:00:00,
G33 6AW,55.887396,-4.137459,266410,668093,NS664680,1980-01-01 00:00:00,
G33 6AX,55.887398,-4.13626,266485,668091,NS664680,1980-01-01 00:00:00,
G33 6AY,55.886809,-4.143263,266045,668039,NS660680,1980-01-01 00:00:00,
G33 6AZ,55.886499,-4.142015,266122,668002,NS661680,1980-01-01 00:00:00,
G33 6BA,55.886628,-4.141287,266168,668015,NS661680,1980-01-01 00:00:00,
G33 6BB,55.886083,-4.14164,266144,667955,NS661679,1980-01-01 00:00:00,
G33 6BD,55.890202,-4.135758,266526,668402,NS665684,1980-01-01 00:00:00,
G33 6BE,55.885209,-4.14487,265939,667864,NS659678,2014-05-01 00:00:00,
G33 6BF,55.889547,-4.135722,266526,668329,NS665683,2003-11-01 00:00:00,
G33 6BG,55.883473,-4.140793,266188,667663,NS661676,1996-12-01 00:00:00,
G33 6BH,55.884329,-4.145813,265877,667768,NS658677,1991-11-01 00:00:00,
G33 6BJ,55.88976,-4.134822,266583,668351,NS665683,2003-11-01 00:00:00,
G33 6BL,55.891218,-4.147633,265787,668538,NS657685,1980-01-01 00:00:00,
G33 6BN,55.892592,-4.148204,265756,668692,NS657686,1980-01-01 00:00:00,
G33 6BP,55.89149,-4.150047,265637,668573,NS656685,1980-01-01 00:00:00,
G33 6BQ,55.885013,-4.143212,266042,667839,NS660678,1996-12-01 00:00:00,
G33 6BS,55.891293,-4.149508,265670,668550,NS656685,1980-01-01 00:00:00,1995-12-01 00:00:00
G33 6BT,55.893023,-4.150275,265628,668744,NS656687,1980-01-01 00:00:00,
G33 6BU,55.893661,-4.148232,265758,668811,NS657688,1980-01-01 00:00:00,
G33 6BW,55.889869,-4.15178,265523,668396,NS655683,1980-01-01 00:00:00,
G33 6BX,55.894553,-4.147081,265833,668908,NS658689,1980-01-01 00:00:00,
G33 6BY,55.894654,-4.147983,265777,668921,NS657689,1980-01-01 00:00:00,
G33 6BZ,55.898011,-4.150248,265647,669299,NS656692,1980-01-01 00:00:00,
G33 6DA,55.894709,-4.14637,265878,668924,NS658689,1980-01-01 00:00:00,
G33 6DB,55.894462,-4.145605,265925,668895,NS659688,1980-01-01 00:00:00,
G33 6DD,55.896095,-4.138481,266376,669063,NS663690,1980-01-01 00:00:00,
G33 6DE,55.899603,-4.139906,266299,669456,NS662694,1996-06-01 00:00:00,
G33 6DF,55.895824,-4.137539,266434,669031,NS664690,1994-10-01 00:00:00,1995-12-01 00:00:00
G33 6DG,55.895624,-4.138727,266359,669011,NS663690,1980-01-01 00:00:00,
G33 6DH,55.894531,-4.142106,266144,668896,NS661688,1980-01-01 00:00:00,
G33 6DJ,55.893776,-4.144703,265979,668817,NS659688,1980-01-01 00:00:00,
G33 6DL,55.894142,-4.141749,266165,668852,NS661688,1980-01-01 00:00:00,
G33 6DN,55.894465,-4.143878,266033,668892,NS660688,1980-01-01 00:00:00,
G33 6DP,55.893164,-4.143742,266037,668747,NS660687,1980-01-01 00:00:00,
G33 6DQ,55.895377,-4.141049,266213,668988,NS662689,1980-01-01 00:00:00,
G33 6DR,55.893526,-4.145681,265917,668791,NS659687,1980-01-01 00:00:00,
G33 6DS,55.894068,-4.145471,265932,668851,NS659688,1980-01-01 00:00:00,
G33 6DT,55.893715,-4.146667,265856,668814,NS658688,1980-01-01 00:00:00,
G33 6DU,55.893253,-4.147377,265810,668764,NS658687,1980-01-01 00:00:00,
G33 6DW,55.893816,-4.14293,266090,668818,NS660688,1980-01-01 00:00:00,
G33 6DX,55.892733,-4.146309,265875,668704,NS658687,1980-01-01 00:00:00,
G33 6DY,55.891522,-4.146706,265846,668570,NS658685,1980-01-01 00:00:00,
G33 6EA,55.893403,-4.144491,265991,668775,NS659687,1985-07-01 00:00:00,
G33 6EB,55.889538,-4.149619,265657,668355,NS656683,2000-06-01 00:00:00,
G33 6ED,55.889636,-4.131585,266785,668331,NS667683,2001-12-01 00:00:00,
G33 6EE,55.889406,-4.132452,266730,668307,NS667683,2002-07-01 00:00:00,
G33 6EF,55.889986,-4.13322,266684,668373,NS666683,2002-10-01 00:00:00,
G33 6EG,55.895048,-4.140855,266224,668951,NS662689,2002-06-01 00:00:00,
G33 6EH,55.888364,-4.132923,266697,668192,NS666681,2002-05-01 00:00:00,
G33 6EJ,55.88886,-4.132822,266705,668247,NS667682,2002-12-01 00:00:00,
G33 6EL,55.886614,-4.155997,265248,668042,NS652680,1980-01-01 00:00:00,
G33 6EN,55.889204,-4.151295,265551,668321,NS655683,2005-01-01 00:00:00,
G33 6EP,55.889108,-4.150587,265595,668309,NS655683,1980-01-01 00:00:00,
G33 6EQ,55.889023,-4.134334,266611,668268,NS666682,2002-05-01 00:00:00,
G33 6ER,55.889533,-4.150418,265607,668356,NS656683,1980-01-01 00:00:00,2003-11-01 00:00:00
G33 6ES,55.890492,-4.150103,265630,668462,NS656684,1980-01-01 00:00:00,
G33 6ET,55.89048,-4.152326,265491,668465,NS654684,1980-01-01 00:00:00,
G33 6EU,55.890547,-4.147947,265765,668464,NS657684,1980-01-01 00:00:00,2014-01-01 00:00:00
G33 6EW,55.887444,-4.153261,265422,668129,NS654681,1980-01-01 00:00:00,
G33 6EX,55.890861,-4.146973,265827,668497,NS658684,1980-01-01 00:00:00,
G33 6EY,55.891623,-4.144984,265954,668578,NS659685,1980-01-01 00:00:00,
G33 6EZ,55.891966,-4.143916,266022,668614,NS660686,1980-01-01 00:00:00,
G33 6FB,55.893844,-4.129929,266903,668796,NS669687,2004-05-01 00:00:00,
G33 6FD,55.889011,-4.1371,266438,668272,NS664682,2005-09-01 00:00:00,
G33 6FE,55.888662,-4.136441,266478,668232,NS664682,2005-05-01 00:00:00,
G33 6FF,55.892506,-4.141259,266190,668669,NS661686,2006-09-01 00:00:00,
G33 6FG,55.888792,-4.135697,266525,668245,NS665682,2005-02-01 00:00:00,
G33 6FH,55.893974,-4.140572,266238,668831,NS662688,2007-10-01 00:00:00,
G33 6FJ,55.885806,-4.146166,265860,667933,NS658679,2011-05-01 00:00:00,
G33 6FL,55.884664,-4.146695,265823,667807,NS658678,2012-08-01 00:00:00,
G33 6FN,55.884886,-4.147906,265748,667834,NS657678,2013-09-01 00:00:00,
G33 6FP,55.886281,-4.146784,265823,667987,NS658679,2010-10-01 00:00:00,
