Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
CF8 7ED,51.638445,-3.233829,314712,194014,ST147940,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PA,51.640206,-3.22538,315300,194200,ST153942,1995-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PF,51.64033,-3.225585,315286,194214,ST152942,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PH,51.646178,-3.221812,315558,194860,ST155948,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PJ,51.64566,-3.221451,315582,194802,ST155948,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PL,51.646342,-3.221541,315577,194878,ST155948,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PN,51.646317,-3.222278,315526,194876,ST155948,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PP,51.643567,-3.222927,315476,194571,ST154945,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PR,51.642355,-3.224484,315366,194438,ST153944,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PT,51.640557,-3.227947,315123,194242,ST151942,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PU,51.643317,-3.222819,315483,194543,ST154945,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PW,51.642589,-3.222741,315487,194462,ST154944,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PX,51.641064,-3.22416,315386,194294,ST153942,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PY,51.640267,-3.224659,315350,194206,ST153942,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7PZ,51.63919,-3.224543,315356,194086,ST153940,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QA,51.639669,-3.224267,315376,194139,ST153941,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QB,51.639036,-3.223758,315410,194068,ST154940,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QD,51.641708,-3.22279,315482,194364,ST154943,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QE,51.641438,-3.221915,315542,194333,ST155943,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QF,51.642301,-3.221953,315541,194429,ST155944,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QG,51.643677,-3.220155,315668,194580,ST156945,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QH,51.643935,-3.221274,315591,194610,ST155946,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QJ,51.644922,-3.219769,315697,194718,ST156947,1980-01-01 00:00:00,1995-07-01 00:00:00
CF8 7QL,51.644451,-3.219207,315735,194665,ST157946,1980-01-01 00:00:00,1995-07-01 00:00:00
