Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
SA1 1AB,51.618884,-3.939835,265800,192900,SS658929,1980-01-01 00:00:00,1990-12-01 00:00:00
SA1 1AD,51.618884,-3.939835,265800,192900,SS658929,1992-08-01 00:00:00,1994-05-01 00:00:00
SA1 1AE,51.618884,-3.939835,265800,192900,SS658929,1993-01-01 00:00:00,1995-07-01 00:00:00
SA1 1AF,51.619959,-3.940083,265786,193020,SS657930,2002-06-01 00:00:00,
SA1 1AJ,51.618884,-3.939835,265800,192900,SS658929,1990-07-01 00:00:00,1994-05-01 00:00:00
SA1 1AL,51.618884,-3.939835,265800,192900,SS658929,1990-07-01 00:00:00,1995-01-01 00:00:00
SA1 1AN,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1994-05-01 00:00:00
SA1 1AP,51.618884,-3.939835,265800,192900,SS658929,1993-01-01 00:00:00,1994-05-01 00:00:00
SA1 1AQ,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1994-12-01 00:00:00
SA1 1AR,51.618884,-3.939835,265800,192900,SS658929,1993-01-01 00:00:00,1995-07-01 00:00:00
SA1 1AS,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1995-01-01 00:00:00
SA1 1AT,51.618884,-3.939835,265800,192900,SS658929,1993-01-01 00:00:00,1994-05-01 00:00:00
SA1 1AU,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1991-12-01 00:00:00
SA1 1AX,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1994-05-01 00:00:00
SA1 1AY,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1992-12-01 00:00:00
SA1 1AZ,51.61502,-3.932058,266327,192456,SS663924,2008-04-01 00:00:00,
SA1 1BA,51.618884,-3.939835,265800,192900,SS658929,1980-01-01 00:00:00,1994-05-01 00:00:00
SA1 1BD,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1994-05-01 00:00:00
SA1 1BE,51.622833,-3.943586,265552,193346,SS655933,1996-06-01 00:00:00,2000-10-01 00:00:00
SA1 1BG,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1996-12-01 00:00:00
SA1 1BH,51.619874,-3.939805,265805,193010,SS658930,1990-02-01 00:00:00,1999-12-01 00:00:00
SA1 1BJ,51.619959,-3.940083,265786,193020,SS657930,1990-02-01 00:00:00,2001-06-01 00:00:00
SA1 1BN,51.619874,-3.939819,265804,193010,SS658930,1990-02-01 00:00:00,1997-12-01 00:00:00
SA1 1BQ,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1990-12-01 00:00:00
SA1 1BR,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1991-12-01 00:00:00
SA1 1BS,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1990-12-01 00:00:00
SA1 1BT,51.618884,-3.939835,265800,192900,SS658929,1988-03-01 00:00:00,1992-12-01 00:00:00
SA1 1BU,51.618884,-3.939835,265800,192900,SS658929,1988-03-01 00:00:00,1992-12-01 00:00:00
SA1 1BW,51.618884,-3.939835,265800,192900,SS658929,1990-02-01 00:00:00,1991-12-01 00:00:00
SA1 1BX,51.618884,-3.939835,265800,192900,SS658929,1988-03-01 00:00:00,1990-12-01 00:00:00
SA1 1BY,51.618884,-3.939835,265800,192900,SS658929,1988-03-01 00:00:00,1990-12-01 00:00:00
SA1 1BZ,51.618884,-3.939835,265800,192900,SS658929,1988-03-01 00:00:00,1991-12-01 00:00:00
SA1 1DD,51.619735,-3.94276,265600,193000,SS656930,1980-01-01 00:00:00,1994-05-01 00:00:00
SA1 1DE,51.619856,-3.940887,265730,193010,SS657930,1980-01-01 00:00:00,
SA1 1DF,51.619604,-3.940328,265768,192981,SS657929,1980-01-01 00:00:00,
SA1 1DG,51.61976,-3.94019,265778,192998,SS657929,1980-01-01 00:00:00,
