Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
S1 1FE,53.390313,-1.458651,436100,388300,SK361883,1990-02-01 00:00:00,1991-12-01 00:00:00
S1 1FF,53.390313,-1.458651,436100,388300,SK361883,1990-07-01 00:00:00,1996-06-01 00:00:00
S1 1FJ,53.404659,-1.450948,436600,389900,SK366899,1984-02-01 00:00:00,1991-12-01 00:00:00
S3 8GX,53.391232,-1.46315,435800,388400,SK358884,1981-06-01 00:00:00,1995-07-01 00:00:00
S3 9AA,53.399908,-1.469568,435366,389362,SK353893,1980-01-01 00:00:00,
S3 9AB,53.399932,-1.468951,435407,389365,SK354893,1980-01-01 00:00:00,
S3 9AD,53.400513,-1.466327,435581,389431,SK355894,1980-01-01 00:00:00,
S3 9AE,53.401251,-1.468378,435444,389512,SK354895,1980-01-01 00:00:00,
S3 9AF,53.401254,-1.466995,435536,389513,SK355895,1980-01-01 00:00:00,
S3 9AG,53.400214,-1.46776,435486,389397,SK354893,1980-01-01 00:00:00,
S3 9AH,53.400246,-1.466797,435550,389401,SK355894,1980-01-01 00:00:00,
S3 9AJ,53.401362,-1.465203,435655,389526,SK356895,1980-01-01 00:00:00,
S3 9AL,53.402046,-1.465375,435643,389602,SK356896,1980-01-01 00:00:00,
S3 9AN,53.402048,-1.463841,435745,389603,SK357896,1980-01-01 00:00:00,
S3 9AP,53.396242,-1.467824,435485,388955,SK354889,1984-02-01 00:00:00,
S3 9AQ,53.398082,-1.46729,435519,389160,SK355891,1980-01-01 00:00:00,
S3 9AR,53.397055,-1.468882,435414,389045,SK354890,1980-01-01 00:00:00,2014-11-01 00:00:00
S3 9AS,53.399572,-1.466865,435546,389326,SK355893,1980-01-01 00:00:00,
S3 9AT,53.400215,-1.466015,435602,389398,SK356893,1980-01-01 00:00:00,
S3 9AU,53.40118,-1.464664,435691,389506,SK356895,1980-01-01 00:00:00,
S3 9AW,53.396637,-1.467834,435484,388999,SK354889,1980-01-01 00:00:00,
S3 9AX,53.397944,-1.46672,435557,389145,SK355891,1980-01-01 00:00:00,2014-11-01 00:00:00
S3 9AY,53.399442,-1.465995,435604,389312,SK356893,1980-01-01 00:00:00,
S3 9AZ,53.398114,-1.466372,435580,389164,SK355891,1980-01-01 00:00:00,
S3 9BA,53.399072,-1.465488,435638,389271,SK356892,1980-01-01 00:00:00,
S3 9BB,53.399548,-1.467452,435507,389323,SK355893,1980-01-01 00:00:00,
S3 9BD,53.399191,-1.466118,435596,389284,SK355892,1986-07-01 00:00:00,
S3 9DA,53.393284,-1.459741,436025,388630,SK360886,1980-01-01 00:00:00,
S3 9DB,53.394336,-1.461893,435881,388746,SK358887,1980-01-01 00:00:00,
S3 9DD,53.393923,-1.459913,436013,388701,SK360887,1980-01-01 00:00:00,
S3 9DE,53.395697,-1.462688,435827,388897,SK358888,1980-01-01 00:00:00,
S3 9DF,53.395557,-1.463532,435771,388881,SK357888,1980-01-01 00:00:00,
S3 9DG,53.397389,-1.465193,435659,389084,SK356890,1980-01-01 00:00:00,
S3 9DH,53.397862,-1.46445,435708,389137,SK357891,1980-01-01 00:00:00,
S3 9DJ,53.398436,-1.466067,435600,389200,SK356892,1980-01-01 00:00:00,1995-01-01 00:00:00
S3 9DL,53.399224,-1.465366,435646,389288,SK356892,1980-01-01 00:00:00,
S3 9DN,53.39691,-1.462582,435833,389032,SK358890,1980-01-01 00:00:00,
S3 9DP,53.396092,-1.462578,435834,388941,SK358889,1980-01-01 00:00:00,
S3 9DQ,53.395844,-1.461348,435916,388914,SK359889,1980-01-01 00:00:00,
S3 9DR,53.394383,-1.464359,435717,388750,SK357887,1980-01-01 00:00:00,
S3 9DS,53.394789,-1.462519,435839,388796,SK358887,1980-01-01 00:00:00,
S3 9DT,53.395035,-1.463238,435791,388823,SK357888,1980-01-01 00:00:00,
S3 9DU,53.395407,-1.46403,435738,388864,SK357888,1984-02-01 00:00:00,
S3 9DW,53.395273,-1.464227,435725,388849,SK357888,1980-01-01 00:00:00,
S3 9DX,53.394112,-1.464046,435738,388720,SK357887,1980-01-01 00:00:00,
S3 9DY,53.394284,-1.4643,435721,388739,SK357887,1984-02-01 00:00:00,
S3 9EA,53.393475,-1.462174,435863,388650,SK358886,1980-01-01 00:00:00,
S3 9EB,53.39337,-1.460837,435952,388639,SK359886,1980-01-01 00:00:00,
S3 9ED,53.392164,-1.458537,436106,388506,SK361885,1980-01-01 00:00:00,2009-01-01 00:00:00
S3 9EE,53.392422,-1.459992,436009,388534,SK360885,1980-01-01 00:00:00,
S3 9EF,53.39277,-1.463266,435791,388571,SK357885,1980-01-01 00:00:00,
S3 9EG,53.392764,-1.460003,436008,388572,SK360885,1980-01-01 00:00:00,
S3 9EH,53.393287,-1.462508,435841,388629,SK358886,1980-01-01 00:00:00,
S3 9EJ,53.39329,-1.464989,435676,388628,SK356886,1980-01-01 00:00:00,
S3 9EL,53.393847,-1.467057,435538,388689,SK355886,1980-01-01 00:00:00,
S3 9EN,53.393056,-1.469142,435400,388600,SK354886,1980-01-01 00:00:00,1991-12-01 00:00:00
S3 9EP,53.394769,-1.468158,435464,388791,SK354887,1980-01-01 00:00:00,
S3 9EQ,53.393955,-1.469131,435400,388700,SK354887,1980-01-01 00:00:00,1991-12-01 00:00:00
S3 9ER,53.394854,-1.46912,435400,388800,SK354888,1980-01-01 00:00:00,1991-12-01 00:00:00
S3 9ES,53.394854,-1.46912,435400,388800,SK354888,1980-01-01 00:00:00,1991-12-01 00:00:00
S3 9GA,53.392837,-1.468243,435460,388576,SK354885,1980-01-01 00:00:00,2004-11-01 00:00:00
S3 9GB,53.393082,-1.468721,435428,388603,SK354886,1980-01-01 00:00:00,2004-07-01 00:00:00
S3 9GD,53.394941,-1.468562,435437,388810,SK354888,1980-01-01 00:00:00,
S3 9GE,53.394385,-1.468855,435418,388748,SK354887,1980-01-01 00:00:00,2004-07-01 00:00:00
S3 9GF,53.393254,-1.469004,435409,388622,SK354886,1980-01-01 00:00:00,2004-11-01 00:00:00
S3 9GG,53.392451,-1.468383,435451,388533,SK354885,1980-01-01 00:00:00,2004-07-01 00:00:00
S3 9GH,53.392249,-1.469543,435374,388510,SK353885,1980-01-01 00:00:00,2007-09-01 00:00:00
S3 9GJ,53.392897,-1.469685,435364,388582,SK353885,1980-01-01 00:00:00,2004-05-01 00:00:00
S3 9GL,53.39349,-1.469603,435369,388648,SK353886,1980-01-01 00:00:00,2004-05-01 00:00:00
S3 9GN,53.394425,-1.469546,435372,388752,SK353887,1980-01-01 00:00:00,2002-07-01 00:00:00
S3 9GP,53.395133,-1.469267,435390,388831,SK353888,1980-01-01 00:00:00,2004-07-01 00:00:00
S3 9GQ,53.395456,-1.468947,435411,388867,SK354888,1980-01-01 00:00:00,2004-07-01 00:00:00
S3 9GR,53.394144,-1.469023,435407,388721,SK354887,1980-01-01 00:00:00,2004-05-01 00:00:00
S3 9GS,53.395606,-1.468328,435452,388884,SK354888,1980-01-01 00:00:00,
S3 9GT,53.395629,-1.467576,435502,388887,SK355888,1980-01-01 00:00:00,
S3 9GU,53.395915,-1.467106,435533,388919,SK355889,1980-01-01 00:00:00,
S3 9GW,53.396126,-1.466036,435604,388943,SK356889,1980-01-01 00:00:00,
S3 9GX,53.396566,-1.466015,435605,388992,SK356889,1980-01-01 00:00:00,
S3 9GY,53.393307,-1.466943,435546,388629,SK355886,1980-01-01 00:00:00,
S3 9GZ,53.394323,-1.467006,435541,388742,SK355887,1980-01-01 00:00:00,
S3 9HA,53.392467,-1.468022,435475,388535,SK354885,2007-02-01 00:00:00,
S3 9HB,53.392644,-1.467313,435522,388555,SK355885,1980-01-01 00:00:00,
S3 9HD,53.394402,-1.466524,435573,388751,SK355887,1980-01-01 00:00:00,
S3 9HE,53.396339,-1.465567,435635,388967,SK356889,1980-01-01 00:00:00,
S3 9HF,53.39225,-1.467678,435498,388511,SK354885,1980-01-01 00:00:00,
S3 9HG,53.393917,-1.464545,435705,388698,SK357886,1980-01-01 00:00:00,
S3 9HH,53.394741,-1.465843,435618,388789,SK356887,1980-01-01 00:00:00,
S3 9HJ,53.395994,-1.46679,435554,388928,SK355889,1980-01-01 00:00:00,
S3 9HL,53.395857,-1.46622,435592,388913,SK355889,1980-01-01 00:00:00,
S3 9HN,53.397008,-1.466281,435587,389041,SK355890,1980-01-01 00:00:00,
S3 9HZ,53.391558,-1.467717,435496,388434,SK354884,1996-06-01 00:00:00,
S3 9JA,53.391882,-1.467863,435486,388470,SK354884,1980-01-01 00:00:00,
S3 9JB,53.392668,-1.466786,435557,388558,SK355885,1980-01-01 00:00:00,
S3 9JD,53.39393,-1.465372,435650,388699,SK356886,1980-01-01 00:00:00,
S3 9JF,53.395583,-1.465186,435661,388883,SK356888,1980-01-01 00:00:00,
S3 9JL,53.392137,-1.464642,435700,388500,SK357885,1980-01-01 00:00:00,1984-12-01 00:00:00
S3 9JN,53.392338,-1.461211,435928,388524,SK359885,1980-01-01 00:00:00,
S3 9JP,53.392137,-1.464642,435700,388500,SK357885,1980-01-01 00:00:00,1982-12-01 00:00:00
S3 9JR,53.391201,-1.462308,435856,388397,SK358883,1980-01-01 00:00:00,
S3 9JS,53.391522,-1.461703,435896,388433,SK358884,1980-01-01 00:00:00,
S3 9JT,53.391653,-1.462934,435814,388447,SK358884,1992-08-01 00:00:00,
S3 9JU,53.391899,-1.461548,435906,388475,SK359884,1995-07-01 00:00:00,
S3 9JX,53.393044,-1.464405,435715,388601,SK357886,1980-01-01 00:00:00,
S3 9LB,53.390851,-1.460478,435978,388359,SK359883,1980-01-01 00:00:00,
S3 9LD,53.390752,-1.462344,435854,388347,SK358883,1980-01-01 00:00:00,
S3 9LE,53.391369,-1.459585,436037,388417,SK360884,1980-01-01 00:00:00,
S3 9LF,53.391188,-1.459316,436055,388397,SK360883,1980-01-01 00:00:00,
S3 9LG,53.390326,-1.461658,435900,388300,SK359883,1980-01-01 00:00:00,1998-12-01 00:00:00
S3 9LN,53.389335,-1.463008,435811,388189,SK358881,1998-12-01 00:00:00,
S3 9LQ,53.39208,-1.459891,436016,388496,SK360884,1980-01-01 00:00:00,
S3 9LR,53.39114,-1.460685,435964,388391,SK359883,1980-01-01 00:00:00,
S3 9LS,53.391738,-1.45973,436027,388458,SK360884,1980-01-01 00:00:00,
S3 9LT,53.391876,-1.460405,435982,388473,SK359884,1980-01-01 00:00:00,
S3 9LU,53.391755,-1.461474,435911,388459,SK359884,1980-01-01 00:00:00,1998-06-01 00:00:00
S3 9LW,53.392415,-1.460489,435976,388533,SK359885,1980-01-01 00:00:00,
S3 9PA,53.394281,-1.473638,435100,388734,SK351887,1980-01-01 00:00:00,
S3 9PB,53.394653,-1.472355,435185,388776,SK351887,1980-01-01 00:00:00,
S3 9PD,53.395355,-1.470572,435303,388855,SK353888,1980-01-01 00:00:00,2007-09-01 00:00:00
S3 9PE,53.396969,-1.469785,435354,389035,SK353890,1980-01-01 00:00:00,
S3 9PF,53.394495,-1.47332,435121,388758,SK351887,1980-01-01 00:00:00,
S3 9PG,53.39405,-1.474273,435058,388708,SK350887,1980-01-01 00:00:00,2009-04-01 00:00:00
S3 9PH,53.396263,-1.470516,435306,388956,SK353889,2011-12-01 00:00:00,
S3 9PJ,53.394595,-1.473649,435099,388769,SK350887,1980-01-01 00:00:00,
S3 9PN,53.394874,-1.473631,435100,388800,SK351888,1980-01-01 00:00:00,1981-12-01 00:00:00
S3 9PP,53.396508,-1.471129,435265,388983,SK352889,1980-01-01 00:00:00,
S3 9PQ,53.395766,-1.472116,435200,388900,SK352889,1980-01-01 00:00:00,1990-12-01 00:00:00
S3 9PR,53.397936,-1.468931,435410,389143,SK354891,1980-01-01 00:00:00,
S3 9PS,53.395378,-1.473655,435098,388856,SK350888,1980-01-01 00:00:00,
S3 9PT,53.396924,-1.471726,435225,389029,SK352890,1980-01-01 00:00:00,
S3 9PU,53.396084,-1.472729,435159,388935,SK351889,2012-04-01 00:00:00,2014-11-01 00:00:00
S3 9PW,53.395773,-1.47362,435100,388900,SK351889,1980-01-01 00:00:00,1986-12-01 00:00:00
S3 9PX,53.396665,-1.472105,435200,389000,SK352890,1980-01-01 00:00:00,1981-12-01 00:00:00
S3 9PZ,53.398805,-1.468153,435461,389240,SK354892,1980-01-01 00:00:00,
S3 9QA,53.391481,-1.466515,435576,388426,SK355884,1980-01-01 00:00:00,1998-06-01 00:00:00
S3 9QB,53.391527,-1.466755,435560,388431,SK355884,1980-01-01 00:00:00,
S3 9QD,53.392181,-1.466416,435582,388504,SK355885,1980-01-01 00:00:00,
S3 9QE,53.392465,-1.46551,435642,388536,SK356885,1980-01-01 00:00:00,2003-04-01 00:00:00
S3 9QF,53.391835,-1.465323,435655,388466,SK356884,1980-01-01 00:00:00,2003-04-01 00:00:00
S3 9QH,53.395048,-1.472396,435182,388820,SK351888,1990-02-01 00:00:00,
S3 9QJ,53.390309,-1.463883,435752,388297,SK357882,1980-01-01 00:00:00,
S3 9QL,53.390589,-1.46412,435736,388328,SK357883,1980-01-01 00:00:00,
S3 9QN,53.39086,-1.464358,435720,388358,SK357883,1980-01-01 00:00:00,
S3 9QP,53.391149,-1.464595,435704,388390,SK357883,1980-01-01 00:00:00,
S3 9QQ,53.391437,-1.464681,435698,388422,SK356884,1980-01-01 00:00:00,
S3 9QR,53.39089,-1.463124,435802,388362,SK358883,1980-01-01 00:00:00,
S3 9QS,53.392317,-1.464685,435697,388520,SK356885,1980-01-01 00:00:00,
S3 9QU,53.396658,-1.470601,435300,389000,SK353890,1980-01-01 00:00:00,1992-12-01 00:00:00
S3 9QW,53.396665,-1.472105,435200,389000,SK352890,1980-01-01 00:00:00,1995-07-01 00:00:00
S3 9QX,53.39627,-1.476306,434921,388954,SK349889,1980-01-01 00:00:00,
S3 9QY,53.395823,-1.474792,435022,388905,SK350889,1980-01-01 00:00:00,
S3 9QZ,53.396658,-1.470601,435300,389000,SK353890,1980-01-01 00:00:00,1981-12-01 00:00:00
S3 9SA,53.395924,-1.477272,434857,388915,SK348889,1980-01-01 00:00:00,
S3 9SJ,53.398733,-1.478426,434778,389227,SK347892,1990-02-01 00:00:00,2014-11-01 00:00:00
S3 9SR,53.39646,-1.478694,434762,388974,SK347889,1980-01-01 00:00:00,
S3 9ST,53.399408,-1.482599,434500,389300,SK345893,1980-01-01 00:00:00,1981-12-01 00:00:00
S3 9UA,53.396769,-1.479367,434717,389008,SK347890,1980-01-01 00:00:00,
S3 9WA,53.398733,-1.478426,434778,389227,SK347892,2002-06-01 00:00:00,2003-04-01 00:00:00
S3 9WF,53.389312,-1.461986,435879,388187,SK358881,1982-03-01 00:00:00,1999-06-01 00:00:00
S3 9WY,53.394997,-1.464817,435686,388818,SK356888,2003-06-01 00:00:00,2004-01-01 00:00:00
S3 9WZ,53.398733,-1.478426,434778,389227,SK347892,2002-07-01 00:00:00,2003-04-01 00:00:00
S3 9XU,53.394799,-1.464925,435679,388796,SK356887,1999-12-01 00:00:00,2001-04-01 00:00:00
S3 9XX,53.39471,-1.464986,435675,388786,SK356887,1999-12-01 00:00:00,2000-10-01 00:00:00
S3 9XZ,53.39471,-1.464986,435675,388786,SK356887,1998-12-01 00:00:00,2000-06-01 00:00:00
S3 9YD,53.39471,-1.464986,435675,388786,SK356887,1998-06-01 00:00:00,2000-11-01 00:00:00
S3 9YE,53.394799,-1.464925,435679,388796,SK356887,1998-06-01 00:00:00,2001-01-01 00:00:00
S3 9YH,53.394593,-1.465018,435673,388773,SK356887,1996-12-01 00:00:00,1998-06-01 00:00:00
S3 9YJ,53.394593,-1.465018,435673,388773,SK356887,1996-12-01 00:00:00,1997-12-01 00:00:00
S3 9YL,53.394647,-1.465002,435674,388779,SK356887,1996-06-01 00:00:00,1999-06-01 00:00:00
S3 9YQ,53.394647,-1.465002,435674,388779,SK356887,1997-12-01 00:00:00,1998-12-01 00:00:00
S30 3NJ,53.435044,-1.483837,434389,393264,SK343932,1980-01-01 00:00:00,1997-06-01 00:00:00
S30 3NN,53.435286,-1.485836,434256,393290,SK342932,1980-01-01 00:00:00,1997-06-01 00:00:00
S30 3QN,53.435796,-1.485243,434295,393347,SK342933,1980-01-01 00:00:00,1997-06-01 00:00:00
S30 3QP,53.436104,-1.483824,434389,393382,SK343933,1980-01-01 00:00:00,1997-06-01 00:00:00
S30 3QQ,53.436605,-1.483216,434429,393438,SK344934,1980-01-01 00:00:00,1997-06-01 00:00:00
S35 5AX,53.423281,-1.454139,436372,391970,SK363919,2008-01-01 00:00:00,2008-09-01 00:00:00
S35 8NJ,53.435044,-1.483837,434389,393264,SK343932,1997-06-01 00:00:00,
S35 8NN,53.435385,-1.485925,434250,393301,SK342933,1997-06-01 00:00:00,
S35 8QN,53.435796,-1.485243,434295,393347,SK342933,1997-06-01 00:00:00,
S35 8QP,53.436104,-1.483824,434389,393382,SK343933,1997-06-01 00:00:00,
S35 8QQ,53.436605,-1.483216,434429,393438,SK344934,1997-06-01 00:00:00,
S35 9BX,53.423281,-1.454139,436372,391970,SK363919,2000-06-01 00:00:00,2006-03-01 00:00:00
S35 9BY,53.423281,-1.454139,436372,391970,SK363919,1999-12-01 00:00:00,2001-09-01 00:00:00
S35 9UJ,53.423281,-1.454139,436372,391970,SK363919,1997-06-01 00:00:00,2006-03-01 00:00:00
S35 9US,53.423281,-1.454139,436372,391970,SK363919,1997-06-01 00:00:00,2006-03-01 00:00:00
S4 7AA,53.403775,-1.462045,435863,389796,SK358897,1980-01-01 00:00:00,
S4 7AB,53.40242,-1.462543,435831,389645,SK358896,1980-01-01 00:00:00,
S4 7AD,53.403177,-1.460924,435938,389730,SK359897,1980-01-01 00:00:00,
S4 7AE,53.40291,-1.461499,435900,389700,SK359897,1980-01-01 00:00:00,1997-06-01 00:00:00
S4 7AF,53.401374,-1.463714,435754,389528,SK357895,1980-01-01 00:00:00,
S4 7AG,53.402717,-1.460719,435952,389679,SK359896,1980-01-01 00:00:00,
S4 7AH,53.404024,-1.457364,436174,389826,SK361898,1980-01-01 00:00:00,
S4 7AJ,53.403665,-1.457594,436159,389786,SK361897,1980-01-01 00:00:00,
S4 7AL,53.403958,-1.456778,436213,389819,SK362898,1980-01-01 00:00:00,
S4 7AN,53.403802,-1.456118,436257,389802,SK362898,1980-01-01 00:00:00,
S4 7AP,53.402916,-1.452926,436470,389705,SK364897,1980-01-01 00:00:00,
S4 7AQ,53.404276,-1.45551,436297,389855,SK362898,1980-01-01 00:00:00,
S4 7AR,53.403409,-1.454754,436348,389759,SK363897,1980-01-01 00:00:00,
S4 7AS,53.402009,-1.453088,436460,389604,SK364896,1980-01-01 00:00:00,
S4 7AT,53.400754,-1.463782,435750,389459,SK357894,1980-01-01 00:00:00,
S4 7AU,53.401468,-1.460765,435950,389540,SK359895,1980-01-01 00:00:00,
S4 7AW,53.402698,-1.458418,436105,389678,SK361896,1980-01-01 00:00:00,
S4 7AX,53.399332,-1.463454,435773,389301,SK357893,1980-01-01 00:00:00,
S4 7AY,53.40109,-1.460574,435963,389498,SK359894,1980-01-01 00:00:00,
S4 7AZ,53.402853,-1.456987,436200,389696,SK362896,1980-01-01 00:00:00,
S4 7BA,53.399213,-1.462974,435805,389288,SK358892,1980-01-01 00:00:00,
S4 7BB,53.401455,-1.461773,435883,389538,SK358895,1980-01-01 00:00:00,
S4 7BD,53.40182,-1.461077,435929,389579,SK359895,1980-01-01 00:00:00,
S4 7BE,53.402331,-1.460784,435948,389636,SK359896,1980-01-01 00:00:00,
S4 7BF,53.400971,-1.458094,436128,389486,SK361894,1994-12-01 00:00:00,
S4 7BG,53.401785,-1.457166,436189,389577,SK361895,1980-01-01 00:00:00,
S4 7BH,53.400795,-1.454983,436335,389468,SK363894,1980-01-01 00:00:00,
S4 7BJ,53.400608,-1.455347,436311,389447,SK363894,1980-01-01 00:00:00,
S4 7BL,53.401112,-1.463387,435776,389499,SK357894,1980-01-01 00:00:00,
S4 7BN,53.402561,-1.451907,436538,389666,SK365896,1980-01-01 00:00:00,
S4 7BP,53.403873,-1.467774,435482,389804,SK354898,1980-01-01 00:00:00,
S4 7BQ,53.401886,-1.467829,435480,389583,SK354895,1980-01-01 00:00:00,
S4 7BR,53.402493,-1.468784,435416,389650,SK354896,1980-01-01 00:00:00,
