Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
SA1 1AA,51.647965,-3.924034,266979,196105,SS669961,1990-02-01 00:00:00,
SA1 1AG,51.647965,-3.924034,266979,196105,SS669961,1990-02-01 00:00:00,2004-08-01 00:00:00
SA1 1AH,51.647965,-3.924034,266979,196105,SS669961,1990-02-01 00:00:00,2011-07-01 00:00:00
SA1 1AW,51.647965,-3.924034,266979,196105,SS669961,1993-01-01 00:00:00,2013-09-01 00:00:00
SA1 1BB,51.647965,-3.924034,266979,196105,SS669961,1990-02-01 00:00:00,2003-03-01 00:00:00
SA1 1BL,51.647965,-3.924034,266979,196105,SS669961,1991-09-01 00:00:00,
SA1 1BP,51.647965,-3.924034,266979,196105,SS669961,1990-02-01 00:00:00,
SA1 1DA,51.619264,-3.916738,267400,192900,SS674929,1980-01-01 00:00:00,1995-07-01 00:00:00
SA1 1DB,51.619949,-3.929768,266500,193000,SS665930,1986-07-01 00:00:00,1992-12-01 00:00:00
SA1 1EA,51.647965,-3.924034,266979,196105,SS669961,1985-04-01 00:00:00,2011-05-01 00:00:00
SA1 1ER,51.642367,-3.933611,266300,195500,SS663955,1993-01-01 00:00:00,1994-05-01 00:00:00
SA1 1ES,51.664951,-3.927342,266800,198000,SS668980,1993-01-01 00:00:00,1995-07-01 00:00:00
SA1 1ET,51.664951,-3.927342,266800,198000,SS668980,1983-07-01 00:00:00,1996-12-01 00:00:00
SA1 1EU,51.668427,-3.93472,266300,198400,SS663984,1993-01-01 00:00:00,1995-07-01 00:00:00
SA1 1EX,51.671902,-3.9421,265800,198800,SS658988,1988-03-01 00:00:00,1991-12-01 00:00:00
SA1 1EY,51.671902,-3.9421,265800,198800,SS658988,1987-10-01 00:00:00,1994-12-01 00:00:00
SA1 1FA,51.664951,-3.927342,266800,198000,SS668980,1997-12-01 00:00:00,1998-12-01 00:00:00
SA1 1FG,51.664951,-3.927342,266800,198000,SS668980,1998-12-01 00:00:00,1999-12-01 00:00:00
SA1 1FL,51.671902,-3.9421,265800,198800,SS658988,1992-08-01 00:00:00,1994-12-01 00:00:00
SA1 1FN,51.647965,-3.924034,266979,196105,SS669961,2015-04-01 00:00:00,
SA1 1FP,51.671902,-3.9421,265800,198800,SS658988,1992-08-01 00:00:00,1995-12-01 00:00:00
SA1 1FS,51.671902,-3.9421,265800,198800,SS658988,1993-01-01 00:00:00,1995-01-01 00:00:00
SA1 1FT,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1992-12-01 00:00:00
SA1 1FU,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1992-12-01 00:00:00
SA1 1FW,51.671902,-3.9421,265800,198800,SS658988,1992-08-01 00:00:00,1992-12-01 00:00:00
SA1 1GA,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1992-12-01 00:00:00
SA1 1GB,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1994-05-01 00:00:00
SA1 1GE,51.671902,-3.9421,265800,198800,SS658988,1993-01-01 00:00:00,1994-12-01 00:00:00
SA1 1GF,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1992-12-01 00:00:00
SA1 1GG,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1992-12-01 00:00:00
SA1 1GH,51.647965,-3.924034,266979,196105,SS669961,2007-05-01 00:00:00,2009-05-01 00:00:00
SA1 1GJ,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1994-05-01 00:00:00
SA1 1GL,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1995-01-01 00:00:00
SA1 1GN,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1994-05-01 00:00:00
SA1 1GQ,51.671902,-3.9421,265800,198800,SS658988,1992-01-01 00:00:00,1992-12-01 00:00:00
SA1 1GS,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1995-01-01 00:00:00
SA1 1GT,51.647965,-3.924034,266979,196105,SS669961,2006-06-01 00:00:00,2006-07-01 00:00:00
SA1 1GU,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1994-05-01 00:00:00
SA1 1GW,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1995-01-01 00:00:00
SA1 1GX,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1994-05-01 00:00:00
SA1 1GY,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1994-12-01 00:00:00
SA1 1GZ,51.671902,-3.9421,265800,198800,SS658988,1991-09-01 00:00:00,1994-05-01 00:00:00
SA1 1HQ,51.647965,-3.924034,266979,196105,SS669961,1983-07-01 00:00:00,2014-11-01 00:00:00
SA1 1LY,51.618097,-3.916573,267408,192770,SS674927,2009-10-01 00:00:00,
SA1 1PS,51.647965,-3.924034,266979,196105,SS669961,2007-08-01 00:00:00,
SA1 1QN,51.617586,-3.924179,266880,192727,SS668927,1993-08-01 00:00:00,2000-10-01 00:00:00
SA1 1QR,51.613225,-3.924702,266831,192243,SS668922,1987-10-01 00:00:00,
SA1 1QT,51.647965,-3.924034,266979,196105,SS669961,1980-01-01 00:00:00,
SA1 1QY,51.647965,-3.924034,266979,196105,SS669961,1993-01-01 00:00:00,
SA1 1RJ,51.613723,-3.923408,266922,192296,SS669922,1980-01-01 00:00:00,
SA1 1RX,51.647965,-3.924034,266979,196105,SS669961,1999-12-01 00:00:00,2004-03-01 00:00:00
SA1 1SF,51.612564,-3.926089,266733,192172,SS667921,1998-06-01 00:00:00,
SA1 1SX,51.647965,-3.924034,266979,196105,SS669961,1999-06-01 00:00:00,2004-06-01 00:00:00
SA1 1TA,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1TB,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1TD,51.629076,-3.93475,266182,194024,SS661940,1980-01-01 00:00:00,2009-04-01 00:00:00
SA1 1TE,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1TF,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1TG,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1TJ,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,2014-09-01 00:00:00
SA1 1TN,51.61275,-3.92409,266872,192189,SS668921,1980-01-01 00:00:00,1999-06-01 00:00:00
SA1 1TP,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1TR,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1UR,51.630638,-3.936001,266100,194200,SS661942,1980-01-01 00:00:00,1994-05-01 00:00:00
SA1 1WA,51.647965,-3.924034,266979,196105,SS669961,2001-12-01 00:00:00,2006-01-01 00:00:00
SA1 1WB,51.647965,-3.924034,266979,196105,SS669961,2007-02-01 00:00:00,2008-01-01 00:00:00
SA1 1WH,51.647965,-3.924034,266979,196105,SS669961,1990-07-01 00:00:00,2004-03-01 00:00:00
SA1 1WL,51.647965,-3.924034,266979,196105,SS669961,2002-06-01 00:00:00,2008-06-01 00:00:00
SA1 1WQ,51.632037,-3.929082,266583,194343,SS665943,2004-03-01 00:00:00,2005-07-01 00:00:00
SA1 1WR,51.647965,-3.924034,266979,196105,SS669961,2001-12-01 00:00:00,2002-03-01 00:00:00
SA1 1WU,51.647965,-3.924034,266979,196105,SS669961,2003-02-01 00:00:00,2011-05-01 00:00:00
SA1 1WW,51.647965,-3.924034,266979,196105,SS669961,2002-06-01 00:00:00,
SA1 1WX,51.647965,-3.924034,266979,196105,SS669961,1993-01-01 00:00:00,2004-01-01 00:00:00
SA1 1WY,51.647965,-3.924034,266979,196105,SS669961,2001-12-01 00:00:00,2002-03-01 00:00:00
SA1 1WZ,51.647965,-3.924034,266979,196105,SS669961,1991-01-01 00:00:00,2002-05-01 00:00:00
SA1 1XD,51.647965,-3.924034,266979,196105,SS669961,2011-07-01 00:00:00,
SA1 1XH,51.647965,-3.924034,266979,196105,SS669961,1980-01-01 00:00:00,
SA1 1XJ,51.647965,-3.924034,266979,196105,SS669961,1980-01-01 00:00:00,
SA1 1XN,51.647965,-3.924034,266979,196105,SS669961,1990-02-01 00:00:00,2006-01-01 00:00:00
SA1 1XQ,51.647965,-3.924034,266979,196105,SS669961,2003-02-01 00:00:00,2004-06-01 00:00:00
SA1 1YA,51.647965,-3.924034,266979,196105,SS669961,2000-12-01 00:00:00,2001-12-01 00:00:00
SA1 1YD,51.647965,-3.924034,266979,196105,SS669961,1984-10-01 00:00:00,2004-04-01 00:00:00
SA1 1YL,51.647965,-3.924034,266979,196105,SS669961,1995-01-01 00:00:00,2004-03-01 00:00:00
SA1 1YN,51.647965,-3.924034,266979,196105,SS669961,2003-09-01 00:00:00,
SA1 1YP,51.647965,-3.924034,266979,196105,SS669961,1984-10-01 00:00:00,
SA1 1YS,51.647965,-3.924034,266979,196105,SS669961,2003-01-01 00:00:00,
SA1 1YU,51.647965,-3.924034,266979,196105,SS669961,1985-04-01 00:00:00,2006-10-01 00:00:00
SA1 1YY,51.647965,-3.924034,266979,196105,SS669961,2002-07-01 00:00:00,2006-02-01 00:00:00
SA1 1ZB,51.647965,-3.924034,266979,196105,SS669961,1995-07-01 00:00:00,
SA1 1ZF,51.647965,-3.924034,266979,196105,SS669961,2004-01-01 00:00:00,2005-08-01 00:00:00
SA1 1ZH,51.647965,-3.924034,266979,196105,SS669961,1991-01-01 00:00:00,2007-07-01 00:00:00
SA1 1ZJ,51.647965,-3.924034,266979,196105,SS669961,1998-12-01 00:00:00,
SA1 1ZS,51.647965,-3.924034,266979,196105,SS669961,1991-01-01 00:00:00,
SA1 2AN,51.629473,-3.939521,265853,194077,SS658940,1980-01-01 00:00:00,
