Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
KT3 4LQ,51.40038,-0.24468,522203,168278,TQ222682,1981-06-01 00:00:00,2008-12-01 00:00:00
KT3 4LU,51.399465,-0.246037,522111,168174,TQ221681,1980-01-01 00:00:00,
KT3 4LX,51.40038,-0.24468,522203,168278,TQ222682,1980-01-01 00:00:00,2006-09-01 00:00:00
KT3 4LY,51.400153,-0.246327,522089,168250,TQ220682,1980-01-01 00:00:00,
KT3 4NA,51.39987,-0.242428,522361,168225,TQ223682,1980-01-01 00:00:00,
KT3 4NB,51.400213,-0.241351,522435,168265,TQ224682,1980-01-01 00:00:00,
KT3 4ND,51.400455,-0.240695,522480,168293,TQ224682,1980-01-01 00:00:00,
KT3 4NE,51.400704,-0.238672,522620,168324,TQ226683,1980-01-01 00:00:00,
KT3 4NF,51.400633,-0.239379,522571,168315,TQ225683,1980-01-01 00:00:00,2006-08-01 00:00:00
KT3 4NG,51.400492,-0.238968,522600,168300,TQ226683,1980-01-01 00:00:00,1981-12-01 00:00:00
KT3 4NH,51.400864,-0.237401,522708,168344,TQ227683,1996-06-01 00:00:00,
KT3 4NJ,51.400492,-0.238968,522600,168300,TQ226683,1980-01-01 00:00:00,1995-01-01 00:00:00
KT3 4NL,51.399998,-0.239001,522599,168245,TQ225682,1980-01-01 00:00:00,
KT3 4NN,51.399687,-0.240465,522498,168208,TQ224682,1980-01-01 00:00:00,
KT3 4NP,51.399449,-0.241926,522397,168179,TQ223681,1980-01-01 00:00:00,
KT3 4NQ,51.399637,-0.241876,522400,168200,TQ224682,1986-07-01 00:00:00,1994-05-01 00:00:00
KT3 4NW,51.399551,-0.241563,522422,168191,TQ224681,1980-01-01 00:00:00,
KT3 4PB,51.400918,-0.241554,522419,168343,TQ224683,1991-01-01 00:00:00,
KT3 4PF,51.400557,-0.243278,522300,168300,TQ223683,1980-01-01 00:00:00,1995-01-01 00:00:00
KT3 4PG,51.400557,-0.243278,522300,168300,TQ223683,1980-01-01 00:00:00,1991-12-01 00:00:00
KT3 4PH,51.401184,-0.244347,522224,168368,TQ222683,1982-03-01 00:00:00,
KT3 4PJ,51.402057,-0.23954,522556,168473,TQ225684,1987-10-01 00:00:00,
KT3 4PN,51.403167,-0.237428,522700,168600,TQ227686,1980-01-01 00:00:00,2003-08-01 00:00:00
KT3 4PP,51.404399,-0.236848,522737,168738,TQ227687,1980-01-01 00:00:00,
KT3 4PQ,51.400557,-0.243278,522300,168300,TQ223683,1981-09-01 00:00:00,1996-06-01 00:00:00
KT3 4PR,51.404635,-0.236365,522770,168765,TQ227687,1980-01-01 00:00:00,
KT3 4PS,51.403589,-0.236218,522783,168649,TQ227686,1980-01-01 00:00:00,
KT3 4PT,51.400858,-0.245337,522156,168330,TQ221683,1990-07-01 00:00:00,
KT3 4PU,51.402031,-0.243797,522260,168463,TQ222684,1980-01-01 00:00:00,
KT3 4PW,51.404184,-0.236885,522735,168714,TQ227687,1980-01-01 00:00:00,
KT3 4RP,51.398094,-0.246349,522093,168021,TQ220680,1996-06-01 00:00:00,
KT3 4RW,51.399022,-0.245264,522166,168126,TQ221681,1980-01-01 00:00:00,
KT3 4SS,51.399449,-0.241926,522397,168179,TQ223681,1999-12-01 00:00:00,2003-08-01 00:00:00
KT3 4TQ,51.399578,-0.240944,522465,168195,TQ224681,2004-02-01 00:00:00,
KT3 6AP,51.398483,-0.236299,522791,168081,TQ227680,2013-02-01 00:00:00,
KT3 6EL,51.396919,-0.246566,522081,167890,TQ220678,1995-12-01 00:00:00,
KT3 6EN,51.396004,-0.245523,522156,167790,TQ221677,1980-01-01 00:00:00,
KT3 6EP,51.397007,-0.244651,522214,167903,TQ222679,1980-01-01 00:00:00,
KT3 6ER,51.396031,-0.243682,522284,167796,TQ222677,1980-01-01 00:00:00,
KT3 6ES,51.397382,-0.245628,522145,167943,TQ221679,1980-01-01 00:00:00,
KT3 6ET,51.395343,-0.24401,522263,167719,TQ222677,1980-01-01 00:00:00,
KT3 6EU,51.397842,-0.245122,522179,167995,TQ221679,1980-01-01 00:00:00,
KT3 6EW,51.396196,-0.245127,522183,167812,TQ221678,1980-01-01 00:00:00,
KT3 6EX,51.397354,-0.243775,522274,167943,TQ222679,1980-01-01 00:00:00,
KT3 6EY,51.396377,-0.242806,522344,167836,TQ223678,1980-01-01 00:00:00,
KT3 6EZ,51.395204,-0.241931,522408,167707,TQ224677,1980-01-01 00:00:00,
KT3 6HA,51.398253,-0.244373,522230,168042,TQ222680,1980-01-01 00:00:00,
KT3 6HB,51.397891,-0.243596,522285,168003,TQ222680,1993-01-01 00:00:00,
KT3 6HD,51.397025,-0.242235,522382,167909,TQ223679,1980-01-01 00:00:00,
KT3 6HE,51.395916,-0.241444,522440,167787,TQ224677,1980-01-01 00:00:00,
KT3 6HF,51.398737,-0.243664,522278,168097,TQ222680,1980-01-01 00:00:00,
KT3 6HG,51.398781,-0.244784,522200,168100,TQ222681,1980-01-01 00:00:00,1995-12-01 00:00:00
KT3 6HP,51.401704,-0.236434,522773,168439,TQ227684,1980-01-01 00:00:00,
KT3 6HQ,51.397904,-0.246255,522100,168000,TQ221680,1980-01-01 00:00:00,1995-12-01 00:00:00
KT3 6HR,51.400682,-0.235424,522846,168327,TQ228683,1980-01-01 00:00:00,
KT3 6HS,51.399563,-0.235755,522826,168202,TQ228682,1980-01-01 00:00:00,
KT3 6HT,51.398807,-0.23633,522788,168117,TQ227681,1980-01-01 00:00:00,
KT3 6HU,51.398483,-0.236299,522791,168081,TQ227680,1980-01-01 00:00:00,2012-05-01 00:00:00
KT3 6HW,51.399637,-0.241876,522400,168200,TQ224682,1986-04-01 00:00:00,1990-12-01 00:00:00
KT3 6HX,51.399146,-0.235569,522840,168156,TQ228681,1980-01-01 00:00:00,
KT3 6HY,51.399733,-0.234497,522913,168223,TQ229682,1980-01-01 00:00:00,
KT3 6HZ,51.39918,-0.233642,522974,168163,TQ229681,1980-01-01 00:00:00,
KT3 6JA,51.397814,-0.231926,523097,168014,TQ230680,1980-01-01 00:00:00,
KT3 6JB,51.397265,-0.231286,523143,167954,TQ231679,1980-01-01 00:00:00,
KT3 6JD,51.397643,-0.233672,522976,167992,TQ229679,1980-01-01 00:00:00,
KT3 6JE,51.396115,-0.236089,522812,167818,TQ228678,1980-01-01 00:00:00,
KT3 6JF,51.394888,-0.238234,522666,167678,TQ226676,1980-01-01 00:00:00,
KT3 6JH,51.394201,-0.23921,522600,167600,TQ226676,1980-01-01 00:00:00,1990-12-01 00:00:00
KT3 6JJ,51.395007,-0.239567,522573,167689,TQ225676,1980-01-01 00:00:00,
KT3 6JL,51.394843,-0.239429,522583,167671,TQ225676,1998-12-01 00:00:00,
KT3 6JN,51.397502,-0.238048,522672,167969,TQ226679,1980-01-01 00:00:00,
KT3 6JP,51.400834,-0.236611,522763,168342,TQ227683,1980-01-01 00:00:00,
KT3 6JR,51.400524,-0.236264,522788,168308,TQ227683,1980-01-01 00:00:00,
KT3 6JS,51.399451,-0.236722,522759,168188,TQ227681,1980-01-01 00:00:00,
KT3 6JT,51.399146,-0.237338,522717,168153,TQ227681,1980-01-01 00:00:00,
KT3 6JU,51.397968,-0.237354,522719,168022,TQ227680,1980-01-01 00:00:00,
KT3 6JW,51.396298,-0.238094,522672,167835,TQ226678,1980-01-01 00:00:00,
KT3 6JX,51.395595,-0.238006,522680,167757,TQ226677,1980-01-01 00:00:00,
KT3 6JY,51.398263,-0.234223,522936,168060,TQ229680,1980-01-01 00:00:00,
KT3 6JZ,51.396831,-0.236521,522780,167897,TQ227678,1980-01-01 00:00:00,
KT3 6LA,51.397787,-0.234256,522935,168007,TQ229680,1980-01-01 00:00:00,
KT3 6LB,51.396559,-0.236345,522793,167867,TQ227678,1980-01-01 00:00:00,
KT3 6LD,51.397582,-0.236808,522758,167980,TQ227679,1980-01-01 00:00:00,
KT3 6LE,51.39884,-0.23492,522886,168123,TQ228681,1980-01-01 00:00:00,
KT3 6LF,51.398399,-0.234894,522889,168074,TQ228680,1980-01-01 00:00:00,
KT3 6LG,51.397178,-0.236853,522756,167935,TQ227679,1980-01-01 00:00:00,
KT3 6LH,51.401369,-0.237497,522700,168400,TQ227684,1981-09-01 00:00:00,1991-12-01 00:00:00
KT3 6LP,51.401316,-0.235127,522865,168398,TQ228683,1980-01-01 00:00:00,
KT3 6LQ,51.400492,-0.238968,522600,168300,TQ226683,1980-01-01 00:00:00,1995-01-01 00:00:00
KT3 6LR,51.400068,-0.234068,522942,168261,TQ229682,1980-01-01 00:00:00,
KT3 6LS,51.399304,-0.232933,523023,168178,TQ230681,1980-01-01 00:00:00,
KT3 6LT,51.397059,-0.233709,522975,167927,TQ229679,1980-01-01 00:00:00,
KT3 6LU,51.395768,-0.2358,522833,167780,TQ228677,1980-01-01 00:00:00,
KT3 6LW,51.401348,-0.23606,522800,168400,TQ228684,1991-01-01 00:00:00,1991-12-01 00:00:00
KT3 6LX,51.394435,-0.235621,522849,167632,TQ228676,1980-01-01 00:00:00,
KT3 6LY,51.39692,-0.232248,523077,167914,TQ230679,1980-01-01 00:00:00,
KT3 6LZ,51.396153,-0.233298,523006,167827,TQ230678,1980-01-01 00:00:00,
KT3 6NA,51.39535,-0.234882,522898,167735,TQ228677,1980-01-01 00:00:00,
KT3 6NB,51.394274,-0.238646,522639,167609,TQ226676,1980-01-01 00:00:00,
KT3 6ND,51.394201,-0.23921,522600,167600,TQ226676,1980-01-01 00:00:00,1996-06-01 00:00:00
